C:\Python27\python.exe J:/github_repos/HDAnalysis/HDAnalysis.py
ESubject                Freq  Process                  Path                                             Method    Subject
277-470-38-388-66          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    GET       ['/pkg/storage/etcd.(*etcdHelper).bodyAndExtractObj, 277', '/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 470', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestWebhookTokenAuthenticator, 1184', 'testing.tRunner, 473', 'runtime.goexit, 1998']
277-470-38-388-66          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    GET       ['/pkg/storage/etcd.(*etcdHelper).bodyAndExtractObj, 277', '/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 470', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/master.TestMasterService, 384', 'testing.tRunner, 473', 'runtime.goexit, 1998']
277-470-38-388-66          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    GET       ['/pkg/storage/etcd.(*etcdHelper).bodyAndExtractObj, 277', '/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 470', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/quota.TestQuota, 76', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestAliceNotForbiddenOrUnauthorized, 555', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestAuthModeAlwaysAllow, 406', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestAuthModeAlwaysDeny, 504', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestAuthorizationAttributeDetermination, 877', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestBobIsForbidden, 624', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestImpersonateIsForbidden, 730', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestKindAuthorization, 1041', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestNamespaceAuthorization, 943', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          2  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestRBAC, 383', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestReadOnlyAuthorization, 1125', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestUnknownUserIsUnauthorized, 668', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/auth.TestWebhookTokenAuthenticator, 1184', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/framework.startMasterOrDie, 140', '/test/integration/framework.RunAMaster, 363', '/test/integration/master.TestMasterService, 384', 'testing.tRunner, 473', 'runtime.goexit, 1998']
527-38-388-66-303          1  kube-controller-manager  /%UUID%/services/endpoints/default/kubernetes    PUT       ['/pkg/storage/etcd.(*etcdHelper).GuaranteedUpdate, 527', '/pkg/storage.(*Cacher).GuaranteedUpdate, 38', '/pkg/registry/generic/registry.(*Store).Update, 388', '/pkg/registry/endpoint.(*storage).UpdateEndpoints, 66', '/pkg/master.(*masterCountEndpointReconciler).ReconcileEndpoints, 303', '/pkg/master.(*Controller).UpdateKubernetesService, 141', '/pkg/master.(*Controller).Start, 94', '/pkg/master.New, 213', '/test/integration/quota.TestQuota, 76', 'testing.tRunner, 473', 'runtime.goexit, 1998']
441-416-293-205-187        1  kube-apiserver           /%UUID%/services/specs                           GET       ['/pkg/storage/etcd.(*etcdHelper).listEtcdNode, 441', '/pkg/storage/etcd.(*etcdHelper).List, 416', '/pkg/storage.(*Cacher).List, 293', '/pkg/registry/generic/registry.(*Store).ListPredicate, 205', '/pkg/registry/generic/registry.(*Store).List, 187', '/pkg/registry/service.(*storage).ListServices, 51', '/pkg/registry/service.(*REST).List, 192', '/pkg/apiserver.ListResource.func1, 316', '/pkg/apiserver/metrics.InstrumentRouteFunc.func1, 101', '/vendor/github.com/emicklei/go-restful.(*Container).dispatch, 272', '/vendor/github.com/emicklei/go-restful.(*Container).(/vendor/github.com/emicklei/go-restful.dispatch)-fm, 120', 'net/http.HandlerFunc.ServeHTTP, 1618', 'net/http.(*ServeMux).ServeHTTP, 1910', '/pkg/apiserver.WithAuthorizationCheck.func1, 498', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/apiserver.WithImpersonation.func1, 420', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/api.NewRequestContextFilter.func1, 101', 'net/http.HandlerFunc.ServeHTTP, 1618', '/test/integration/framework.startMasterOrDie.func1, 132', 'net/http.HandlerFunc.ServeHTTP, 1618', 'net/http.serverHandler.ServeHTTP, 2081', 'net/http.(*conn).serve, 1472', 'runtime.goexit, 1998']
441-416-293-205-187        2  kube-apiserver           /%UUID%/services/specs                           GET       ['/pkg/storage/etcd.(*etcdHelper).listEtcdNode, 441', '/pkg/storage/etcd.(*etcdHelper).List, 416', '/pkg/storage.(*Cacher).List, 293', '/pkg/registry/generic/registry.(*Store).ListPredicate, 205', '/pkg/registry/generic/registry.(*Store).List, 187', '/pkg/registry/service.(*storage).ListServices, 51', '/pkg/registry/service.(*REST).List, 192', '/pkg/apiserver.ListResource.func1, 316', '/pkg/apiserver/metrics.InstrumentRouteFunc.func1, 101', '/vendor/github.com/emicklei/go-restful.(*Container).dispatch, 272', '/vendor/github.com/emicklei/go-restful.(*Container).(/vendor/github.com/emicklei/go-restful.dispatch)-fm, 120', 'net/http.HandlerFunc.ServeHTTP, 1618', 'net/http.(*ServeMux).ServeHTTP, 1910', '/pkg/apiserver.WithAuthorizationCheck.func1, 498', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/apiserver.WithImpersonation.func1, 420', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/auth/handlers.NewRequestAuthenticator.func1, 66', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/api.NewRequestContextFilter.func1, 101', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/api.NewRequestContextFilter.func1, 101', 'net/http.HandlerFunc.ServeHTTP, 1618', '/test/integration/framework.startMasterOrDie.func1, 132', 'net/http.HandlerFunc.ServeHTTP, 1618', 'net/http.serverHandler.ServeHTTP, 2081', 'net/http.(*conn).serve, 1472', 'runtime.goexit, 1998']
441-416-293-205-187        2  kube-apiserver           /%UUID%/services/specs                           GET       ['/pkg/storage/etcd.(*etcdHelper).listEtcdNode, 441', '/pkg/storage/etcd.(*etcdHelper).List, 416', '/pkg/storage.(*Cacher).List, 293', '/pkg/registry/generic/registry.(*Store).ListPredicate, 205', '/pkg/registry/generic/registry.(*Store).List, 187', '/pkg/registry/service.(*storage).ListServices, 51', '/pkg/registry/service.(*REST).List, 192', '/pkg/apiserver.ListResource.func1, 316', '/pkg/apiserver/metrics.InstrumentRouteFunc.func1, 101', '/vendor/github.com/emicklei/go-restful.(*Container).dispatch, 272', '/vendor/github.com/emicklei/go-restful.(*Container).(/vendor/github.com/emicklei/go-restful.dispatch)-fm, 120', 'net/http.HandlerFunc.ServeHTTP, 1618', 'net/http.(*ServeMux).ServeHTTP, 1910', '/pkg/apiserver.WithAuthorizationCheck.func1, 498', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/apiserver.WithImpersonation.func1, 481', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/auth/handlers.NewRequestAuthenticator.func1, 66', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/api.NewRequestContextFilter.func1, 101', 'net/http.HandlerFunc.ServeHTTP, 1618', '/pkg/api.NewRequestContextFilter.func1, 101', 'net/http.HandlerFunc.ServeHTTP, 1618', '/test/integration/framework.startMasterOrDie.func1, 132', 'net/http.HandlerFunc.ServeHTTP, 1618', 'net/http.serverHandler.ServeHTTP, 2081', 'net/http.(*conn).serve, 1472', 'runtime.goexit, 1998']
441-416-474-262-241       67  util                     /%UUID%/services/specs                           GET       ['/pkg/storage/etcd.(*etcdHelper).listEtcdNode, 441', '/pkg/storage/etcd.(*etcdHelper).List, 416', '/pkg/storage.(*cacherListerWatcher).List, 474', '/pkg/client/cache.(*Reflector).ListAndWatch, 262', '/pkg/storage.(*Cacher).startCaching, 241', '/pkg/storage.NewCacherFromConfig.func1.1, 210', '/pkg/util/wait.JitterUntil.func1, 86', '/pkg/util/wait.JitterUntil, 87', '/pkg/util/wait.Until, 49', '/pkg/storage.NewCacherFromConfig.func1, 213', 'runtime.goexit, 1998']
206-181-1998              97  etcdWatch                /%UUID%/services/specs                           GET       ['/pkg/storage/etcd.(*etcdWatcher).etcdWatch.func2, 206', '/pkg/storage/etcd.(*etcdWatcher).etcdWatch, 181', 'runtime.goexit, 1998']
209-35-671-75-160          3  kube-apiserver           /%UUID%/services/specs/%NAME%                    DELETE    ['/pkg/storage/etcd.(*etcdHelper).Delete, 209', '/pkg/storage.(*Cacher).Delete, 35', '/pkg/registry/generic/registry.(*Store).Delete, 671', '/pkg/registry/service.(*storage).DeleteService, 75', '/pkg/registry/service.(*REST).Delete, 160', '/pkg/api/rest.GracefulDeleteAdapter.Delete, 141', '/pkg/api/rest.(*GracefulDeleteAdapter).Delete, 12', '/pkg/apiserver.DeleteResource.func1.1, 799', '/pkg/apiserver.finishRequest.func1, 953', 'runtime.goexit, 1998']
277-194-35-671-75          3  kube-apiserver           /%UUID%/services/specs/%NAME%                    GET       ['/pkg/storage/etcd.(*etcdHelper).bodyAndExtractObj, 277', '/pkg/storage/etcd.(*etcdHelper).Delete, 194', '/pkg/storage.(*Cacher).Delete, 35', '/pkg/registry/generic/registry.(*Store).Delete, 671', '/pkg/registry/service.(*storage).DeleteService, 75', '/pkg/registry/service.(*REST).Delete, 160', '/pkg/api/rest.GracefulDeleteAdapter.Delete, 141', '/pkg/api/rest.(*GracefulDeleteAdapter).Delete, 12', '/pkg/apiserver.DeleteResource.func1.1, 799', '/pkg/apiserver.finishRequest.func1, 953', 'runtime.goexit, 1998']
277-261-36-623-75          3  kube-apiserver           /%UUID%/services/specs/%NAME%                    GET       ['/pkg/storage/etcd.(*etcdHelper).bodyAndExtractObj, 277', '/pkg/storage/etcd.(*etcdHelper).Get, 261', '/pkg/storage.(*Cacher).Get, 36', '/pkg/registry/generic/registry.(*Store).Delete, 623', '/pkg/registry/service.(*storage).DeleteService, 75', '/pkg/registry/service.(*REST).Delete, 160', '/pkg/api/rest.GracefulDeleteAdapter.Delete, 141', '/pkg/api/rest.(*GracefulDeleteAdapter).Delete, 12', '/pkg/apiserver.DeleteResource.func1.1, 799', '/pkg/apiserver.finishRequest.func1, 953', 'runtime.goexit, 1998']
